Resampled_R(ohm),Resampled_X(ohm),Normalized_R(ohm),Normalized_X(ohm)
0.147734,-0.0562511,1.0,-1.0
0.14165027272727274,-0.052766272727272724,1.0,-1.0
0.13556654545454547,-0.04928144545454546,1.0,-1.0
0.1294828181818182,-0.04579661818181818,1.0,-1.0
0.12460009090909092,-0.04276738181818182,1.0,-1.0
0.12211936363636365,-0.04064932727272728,1.0,-1.0
0.11963863636363638,-0.03853127272727273,1.0,-1.0
0.11715790909090909,-0.03641321818181818,1.0,-1.0
0.11483227272727273,-0.03419076363636364,1.0,-1.0
0.11258418181818182,-0.0319161090909091,1.0,-0.8455662433767885
0.11033609090909091,-0.029641454545454547,1.0,-0.6872312792419886
0.108088,-0.0273668,1.0,-0.5288963151071887
0.10657545454545454,-0.02577639090909091,1.0,-0.4181905523917214
0.1050629090909091,-0.024185981818181823,1.0,-0.30748478967625426
0.10355036363636363,-0.02259557272727273,1.0,-0.19677902696078667
0.10234390909090908,-0.0213338,1.0,-0.10894910134934692
0.10174963636363636,-0.020729300000000003,1.0,-0.06687084994596315
0.10115536363636363,-0.0201248,1.0,-0.024792598542579147
0.1005610909090909,-0.0195203,1.0,0.017285652860804867
0.09934981818181818,-0.018344418181818183,1.0,0.09913685346646696
0.09783004545454545,-0.016882845454545457,1.0,0.2008745286732681
0.09631027272727273,-0.015421272727272731,1.0,0.30261220388006926
0.0947905,-0.0139597,0.960578936835316,0.4043498790868707
0.09408931818181818,-0.013336545454545455,0.9406031229219554,0.4477266427374874
0.09338813636363637,-0.012713390909090912,0.9206273090085949,0.49110340638810407
0.09268695454545454,-0.012090236363636367,0.9006514950952342,0.5344801700387207
0.09197569090909091,-0.011472934545454548,0.8803884624909634,0.5774495349638168
0.09124426363636363,-0.010867338181818183,0.8595509925048717,0.6196041024378716
0.09051283636363636,-0.01026174181818182,0.8387135225187798,0.6617586699119261
0.08978140909090909,-0.009656145454545456,0.8178760525326882,0.7039132373859808
0.08916681818181818,-0.009183389090909091,0.8003671078987878,0.736821030804741
0.08861064545454546,-0.00877705272727273,0.7845224259409831,0.7651054371958538
0.08805447272727272,-0.008370716363636364,0.7686777439831781,0.7933898435869668
0.0874983,-0.00796438,0.7528330620253734,0.8216742499780797
0.08726149090909091,-0.007813534545454547,0.7460866601502388,0.8321743541293144
0.08702468181818182,-0.007662689090909091,0.7393402582751043,0.8426744582805491
0.08678787272727273,-0.007511843636363638,0.7325938563999698,0.8531745624317837
0.08641248181818181,-0.007305770909090911,0.7218994277220958,0.867518946262326
0.08575992727272727,-0.006989243636363636,0.703308945438744,0.8895518894514836
0.08510737272727273,-0.006672716363636365,0.6847184631553922,0.9115848326406407
0.08445481818181819,-0.006356189090909092,0.6661279808720402,0.9336177758297983
0.08399946363636364,-0.006184558181818182,0.653155485823339,0.9455647213075793
0.0836427090909091,-0.006085375454545455,0.6429919843919635,0.9524686679296721
0.08328595454545454,-0.005986192727272728,0.6328284829605874,0.9593726145517649
0.0829292,-0.00588701,0.6226649815292117,0.9662765611738577
0.08248683636363636,-0.005819289090909091,0.6100625816196549,0.9709905023450619
0.08204447272727272,-0.0057515681818181815,0.5974601817100978,0.9757044435162663
0.08160210909090909,-0.005683847272727273,0.584857781800541,0.9804183846874704
0.08117265454545454,-0.005637670909090909,0.5726231461300216,0.9836326454616392
0.08076901818181818,-0.0056345836363636366,0.5611240389375778,0.9838475454417367
0.08036538181818181,-0.005631496363636364,0.5496249317451335,0.9840624454218343
0.07996174545454546,-0.005628409090909091,0.5381258245526896,0.984277345401932
0.0796935090909091,-0.005634349090909091,0.5304840980477291,0.983863871765313
0.07949297272727274,-0.005644802727272727,0.5247710618865102,0.983136211320336
0.07929243636363636,-0.005655256363636364,0.519058025725291,0.9824085508753588
0.0790919,-0.00566571,0.5133449895640722,0.9816808904303818
0.07900779090909092,-0.005669618181818182,0.5109488242545117,0.9814088483177672
0.07892368181818182,-0.005673526363636364,0.5085526589449508,0.9811368062051524
0.07883957272727274,-0.0056774345454545455,0.5061564936353904,0.9808647640925378
0.07858307272727273,-0.005709564545454545,0.49884912180127294,0.9786282476035539
0.07798179090909091,-0.005798138181818182,0.48171933691804214,0.9724627823618318
0.0773805090909091,-0.0058867118181818185,0.46458955203481167,0.9662973171201097
0.07677922727272728,-0.005975285454545454,0.44745976715158087,0.9601318518783877
0.07630209090909092,-0.006066968181818181,0.43386673469672904,0.9537499679287934
0.07588702727272728,-0.006160205454545454,0.42204207845606645,0.9472598746252631
0.07547196363636363,-0.006253442727272728,0.4102174222154036,0.9407697813217328
0.0750569,-0.00634668,0.39839276597474105,0.9342796880182025
0.07424313636363637,-0.006491383636363635,0.3752096335147315,0.9242071057355014
0.07342937272727273,-0.006636087272727272,0.35202650105472166,0.9141345234528
0.0726156090909091,-0.006780790909090908,0.32884336859471186,0.9040619411700986
0.07194971818181818,-0.006887530909090909,0.30987294959398776,0.896631945215099
0.07157957272727272,-0.006918343636363636,0.2993279575118355,0.8944871219155033
0.07120942727272728,-0.006949156363636363,0.28878296542968374,0.8923422986159074
0.07083928181818182,-0.006979969090909091,0.27823797334753153,0.8901974753163113
0.0705278090909091,-0.007005036363636363,0.2693644956306957,0.8884525836640114
0.07024567272727272,-0.007027230909090909,0.26132677509651747,0.8869076578353593
0.06996353636363636,-0.007049425454545454,0.25328905456233963,0.8853627320067071
0.0696814,-0.00707162,0.24525133402816182,0.883817806178055
0.06955278181818182,-0.007069634545454545,0.24158715906062356,0.8839560104055384
0.06942416363636364,-0.007067649090909091,0.23792298409308527,0.8840942146330215
0.06929554545454546,-0.007065663636363636,0.23425880912554697,0.8842324188605049
0.0689150181818182,-0.007050981818181818,0.22341805171876072,0.8852543960921232
0.06803067272727273,-0.0070109072727272724,0.19822412943347725,0.888043919332012
0.06714632727272729,-0.006970832727272728,0.1730302071481946,0.8908334425719004
0.06626198181818183,-0.006930758181818182,0.14783628486291112,0.8936229658117893
0.06561416363636365,-0.006865354545454546,0.12938073579683995,0.8981756054372724
0.0650846090909091,-0.006787286363636364,0.1142943733403747,0.9036098032555528
0.06455505454545454,-0.0067092181818181815,0.09920801088390907,0.9090440010738334
0.0640255,-0.00663115,0.08412164842744384,0.9144781988921139
