Resampled_R(ohm),Resampled_X(ohm),Normalized_R(ohm),Normalized_X(ohm)
0.137505,-0.0562572,1.0,-1.0
0.1314550909090909,-0.05282451818181818,1.0,-1.0
0.1254051818181818,-0.049391836363636366,1.0,-1.0
0.11935527272727273,-0.045959154545454545,1.0,-1.0
0.114482,-0.04298980909090909,1.0,-1.0
0.11196199999999999,-0.040947136363636366,1.0,-1.0
0.109442,-0.038904463636363636,1.0,-1.0
0.10692199999999999,-0.03686179090909091,1.0,-1.0
0.10452323636363636,-0.03472331818181818,1.0,-1.0
0.10218509090909092,-0.03253694545454546,1.0,-0.8887816422013604
0.09984694545454546,-0.03035057272727273,1.0,-0.736591830324298
0.0975088,-0.0281642,1.0,-0.5844020184472357
0.0958891,-0.026627081818181818,0.9918767095330209,-0.4774057483210853
0.0942694,-0.02508996363636364,0.9457334340565303,-0.3704094781949351
0.0926497,-0.023552845454545456,0.8995901585800398,-0.26341320806878465
0.09135285454545454,-0.022328999999999998,0.8626446149240999,-0.17822333757208908
0.09070171818181817,-0.0217317,0.8440945349092619,-0.13664626633430385
0.09005058181818182,-0.0211344,0.8255444548944243,-0.09506919509651861
0.08939944545454545,-0.0205371,0.8069943748795863,-0.05349212385873314
0.08806316363636363,-0.019363781818181817,0.7689253373722765,0.02818062623342038
0.08638430909090909,-0.017902454545454548,0.7210968211187315,0.12990121575275781
0.08470545454545456,-0.016441127272727275,0.6732683048651864,0.23162180527209547
0.0830266,-0.0149798,0.625439788611641,0.3333423947914333
0.08224553636363637,-0.014338536363636365,0.6031882392275594,0.3779797024949192
0.08146447272727274,-0.013697272727272728,0.5809366898434783,0.4226170101984052
0.0806834090909091,-0.013056009090909093,0.5586851404593968,0.46725431790189104
0.07989053636363637,-0.012418518181818185,0.536097164493266,0.5116290122610292
0.07907404545454545,-0.011788572727272729,0.5128363353630369,0.5554784799314719
0.07825755454545455,-0.011158627272727274,0.48957550623280793,0.5993279476019148
0.07744106363636363,-0.01052868181818182,0.4663146771025787,0.6431774152723574
0.07674791818181818,-0.010027363636363636,0.4465678093774642,0.6780733499086401
0.07611644545454546,-0.009590359090909092,0.42857792235490694,0.7084925180278425
0.07548497272727273,-0.009153354545454547,0.41058803533234933,0.7389116861470449
0.0748535,-0.00871635,0.39259814830979206,0.7693308542662476
0.07458783636363636,-0.008551320000000001,0.385029715663738,0.7808183213119058
0.07432217272727273,-0.008386290000000001,0.3774612830176844,0.792305788357564
0.07405650909090909,-0.008221260000000001,0.36989285037163033,0.8037932554032223
0.07363195454545454,-0.00798976090909091,0.35779780971860475,0.8199075266140207
0.07288961818181817,-0.007625323636363637,0.33664955305163613,0.8452754061550989
0.07214728181818182,-0.007260886363636366,0.3155012963846679,0.8706432856961771
0.07140494545454545,-0.006896449090909092,0.2943530397176992,0.8960111652372553
0.07089333636363636,-0.006679759090909091,0.2797779213512762,0.9110945999710838
0.07049709090909091,-0.006536942727272728,0.2684893721351265,0.9210358123012872
0.07010084545454547,-0.006394126363636364,0.2572008229189768,0.9309770246314907
0.0697046,-0.00625131,0.24591227370282662,0.9409182369616942
0.06923087272727274,-0.006118036363636364,0.23241636208574898,0.9501951957315077
0.06875714545454546,-0.0059847627272727275,0.21892045046867087,0.9594721545013213
0.06828341818181818,-0.005851489090909092,0.20542453885159281,0.9687491132711347
0.06783116363636364,-0.005736214545454546,0.19254035901804095,0.9767731849072756
0.06742185454545455,-0.005656938181818182,0.1808796427515408,0.9822914822760713
0.06701254545454546,-0.0055776618181818186,0.16921892648504103,0.987809779644867
0.06660323636363637,-0.005498385454545455,0.15755821021854083,0.9933280770136628
0.06634314545454546,-0.005453312727272727,0.15014853776863502,0.9964655154745693
0.06615766363636365,-0.0054253418181818185,0.14486438722702621,0.9984125244815312
0.06597218181818182,-0.005397370909090909,0.139580236685417,1.0
0.0657867,-0.0053694,0.13429608614380814,1.0
0.06570338181818182,-0.005374205454545454,0.13192245286861104,1.0
0.06562006363636363,-0.005379010909090909,0.12954881959341388,1.0
0.06553674545454546,-0.005383816363636364,0.12717518631821714,1.0
0.06530064545454546,-0.005389430909090909,0.12044898557733948,1.0
0.06475898181818182,-0.005396663636363637,0.10501764990510076,1.0
0.06421731818181818,-0.005403896363636363,0.08958631423286206,0.9999053073232573
0.06367565454545455,-0.005411129090909091,0.07415497856062375,0.9994018490659969
0.06325766363636363,-0.005442552727272727,0.062246927893925566,0.9972145013887138
0.0629015090909091,-0.005486071818181818,0.05210051972999824,0.9941852090014195
0.06254535454545454,-0.005529590909090909,0.04195411156607051,0.991155916614125
0.0621892,-0.00557311,0.03180770340214317,0.9881266242268308
0.061487336363636375,-0.005649129999999999,0.011812465321228115,0.9828349969783854
0.060785472727272735,-0.005725149999999999,-0.008182772759687349,0.97754336972994
0.060083609090909096,-0.00580117,-0.02817801084060281,0.9722517424814946
0.05951119090909091,-0.0058562881818181815,-0.04448550596401349,0.9684150564410596
0.05919766363636364,-0.005869602727272727,-0.05341751517241461,0.9674882528166459
