Resampled_R(ohm),Resampled_X(ohm),Normalized_R(ohm),Normalized_X(ohm)
0.15497,-0.0553504,1.0,-1.0
0.14888981818181818,-0.05185458181818182,1.0,-1.0
0.14280963636363636,-0.048358763636363634,1.0,-1.0
0.13672945454545454,-0.04486294545454546,1.0,-1.0
0.13186745454545454,-0.04182542727272727,1.0,-1.0
0.12944181818181819,-0.03970450909090909,1.0,-1.0
0.1270161818181818,-0.03758359090909091,1.0,-1.0
0.12459054545454545,-0.03546267272727273,1.0,-1.0
0.12234309090909092,-0.03324755454545455,1.0,-0.9382459730149296
0.12018472727272728,-0.030985336363636366,1.0,-0.7807766837116185
0.11802636363636364,-0.028723118181818184,1.0,-0.6233073944083073
0.115868,-0.0264609,1.0,-0.4658381051049959
0.11443236363636364,-0.024891163636363636,1.0,-0.35657133695590637
0.11299672727272728,-0.023321427272727277,1.0,-0.24730456880681717
0.1115610909090909,-0.02175169090909091,1.0,-0.13803780065772742
0.11041772727272726,-0.020507036363636363,1.0,-0.051399443546063205
0.10985890909090909,-0.019912545454545457,1.0,-0.010017908509250252
0.1093000909090909,-0.019318054545454547,1.0,0.03136362652756294
0.10874127272727273,-0.018723563636363637,1.0,0.07274516156437613
0.10759681818181818,-0.017579218181818183,1.0,0.15240116773258675
0.10615954545454545,-0.01615994545454546,1.0,0.2511944094664959
0.10472227272727273,-0.014740672727272731,1.0,0.3499876512004052
0.103285,-0.0133214,1.0,0.44878089293431483
0.10262009090909091,-0.012711963636363637,1.0,0.4912027564966887
0.10195518181818182,-0.012102527272727275,1.0,0.5336246200590625
0.10129027272727273,-0.011493090909090911,1.0,0.5760464836214364
0.10061649090909092,-0.010888999090909094,1.0,0.6180963221593716
0.09992496363636363,-0.010295596363636365,1.0,0.6594021106484297
0.09923343636363637,-0.009702193636363638,1.0,0.7007078991374875
0.09854190909090908,-0.009108790909090912,1.0,0.7420136876265453
0.09796056363636363,-0.008632620909090909,1.0,0.7751590986616974
0.0974343090909091,-0.008215067272727274,1.0,0.8042243209698963
0.09690805454545455,-0.007797513636363637,1.0,0.8332895432780952
0.0963818,-0.00737996,1.0,0.8623547655862943
0.09616877272727273,-0.007229875454545454,0.9998442440751008,0.8728019041063918
0.09595574545454545,-0.007079790909090909,0.9937753571642777,0.8832490426264894
0.09574271818181818,-0.006929706363636364,0.9877064702534545,0.8936961811465868
0.09540481818181819,-0.0067132881818181825,0.9780801118021947,0.9087606950635574
0.09481717272727273,-0.0063642027272727275,0.9613388102700602,0.9330599597742741
0.09422952727272728,-0.006015117272727274,0.9445975087379255,0.9573592244849906
0.09364188181818182,-0.0056660318181818185,0.9278562072057909,0.9816584891957072
0.09324681818181818,-0.005470406363636364,0.9166013265467358,0.99527565554354
0.09294804545454546,-0.00535151090909091,0.9080896563242209,1.0
0.09264927272727273,-0.005232615454545455,0.8995779861017056,1.0
0.0923505,-0.00511372,0.8910663158791904,1.0
0.0919836,-0.005032316363636364,0.880613782834599,1.0
0.0916167,-0.004950912727272727,0.8701612497900078,1.0
0.09124979999999999,-0.004869509090909091,0.8597087167454164,1.0
0.09089504545454545,-0.004811934545454546,0.8496021928722016,1.0
0.09056458181818182,-0.004802018181818182,0.8401876873417393,1.0
0.09023411818181817,-0.004792101818181818,0.8307731818112766,1.0
0.08990365454545454,-0.004782185454545455,0.8213586762808143,1.0
0.08968760909090909,-0.00478152,0.8152038050549486,1.0
0.08952877272727273,-0.00478548,0.8106787509813816,1.0
0.08936993636363637,-0.00478944,0.8061536969078145,1.0
0.0892111,-0.0047934,0.8016286428342473,1.0
0.08914035454545455,-0.004805143636363636,0.7996131912087608,1.0
